id,user_id,action,endpoint,ip_address,metadata_payload,timestamp
9f881cef-7f5a-4243-bf5f-76e56e656d4f,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""commercial suit rejection for non-compliance with Section 12A pre-institution mediation"", ""jurisdiction"": ""ALL"", ""results_count"": 4}",2026-09-05 03:56:13.461288
0ba717d1-5343-4e31-8568-c4e0da83075c,ad154b01-4d01-40ce-8204-4a4dfbca8b48,DOSSIER_CREATED,/api/v1/dossiers,testclient,"{""dossier_id"": ""3f4bafd9-92f9-4635-9428-8152a78dc470"", ""suit_number"": ""CS(COMM) 777/2026"", ""matter_title"": ""Confidential Commercial Suit Dossier (Judge A)"", ""items_count"": 0}",2026-09-05 04:07:28.404200
6cda8e95-a1b6-4fde-b89d-ecce18d8685b,ad154b01-4d01-40ce-8204-4a4dfbca8b48,DOSSIER_DELETED,/api/v1/dossiers/3f4bafd9-92f9-4635-9428-8152a78dc470,testclient,"{""dossier_id"": ""3f4bafd9-92f9-4635-9428-8152a78dc470"", ""suit_number"": ""CS(COMM) 777/2026""}",2026-09-05 04:07:28.482248
7771afb7-de3f-4a1a-a7a8-e812e3c70708,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Section 12A mediation rejection of plaint"", ""jurisdiction"": ""ALL"", ""results_count"": 3}",2026-09-05 04:07:31.582655
a7a7061d-2280-4d65-9ef9-2169adedb736,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""commercial suit rejection for non-compliance with Section 12A pre-institution mediation"", ""jurisdiction"": ""ALL"", ""results_count"": 4}",2026-09-05 04:12:31.550134
46b67c17-cb1a-405c-aa91-bfa3d35ec1b7,ad154b01-4d01-40ce-8204-4a4dfbca8b48,DOSSIER_CREATED,/api/v1/dossiers,testclient,"{""dossier_id"": ""e826f817-2ff0-43dc-aa1c-e108c2df6807"", ""suit_number"": ""CS(COMM) 777/2026"", ""matter_title"": ""Confidential Commercial Suit Dossier (Judge A)"", ""items_count"": 0}",2026-09-05 04:13:55.220452
f007e80d-d0ff-4807-b036-55eac116ae2e,ad154b01-4d01-40ce-8204-4a4dfbca8b48,DOSSIER_DELETED,/api/v1/dossiers/e826f817-2ff0-43dc-aa1c-e108c2df6807,testclient,"{""dossier_id"": ""e826f817-2ff0-43dc-aa1c-e108c2df6807"", ""suit_number"": ""CS(COMM) 777/2026""}",2026-09-05 04:13:55.290289
79577add-31af-463e-af90-63b1f7990aea,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Section 12A mediation rejection of plaint"", ""jurisdiction"": ""ALL"", ""results_count"": 3}",2026-09-05 04:14:01.149230
d57a8c85-2157-4280-a57d-8627a5151967,ad154b01-4d01-40ce-8204-4a4dfbca8b48,DOSSIER_CREATED,/api/v1/dossiers,testclient,"{""dossier_id"": ""46b00f66-e88f-47d2-ac4c-f68de10f6558"", ""suit_number"": ""CS(COMM) 777/2026"", ""matter_title"": ""Confidential Commercial Suit Dossier (Judge A)"", ""items_count"": 0}",2026-09-05 04:39:15.673844
e61993a6-16a7-46e0-86e2-c7254961c293,ad154b01-4d01-40ce-8204-4a4dfbca8b48,DOSSIER_DELETED,/api/v1/dossiers/46b00f66-e88f-47d2-ac4c-f68de10f6558,testclient,"{""dossier_id"": ""46b00f66-e88f-47d2-ac4c-f68de10f6558"", ""suit_number"": ""CS(COMM) 777/2026""}",2026-09-05 04:39:15.757344
03e7bb80-efe7-4f51-a116-4ccec9170546,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Section 12A mediation rejection of plaint"", ""jurisdiction"": ""ALL"", ""results_count"": 5}",2026-09-05 04:39:19.010710
2828c852-76b2-4ecd-aff7-24d63b87a809,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""commercial suit rejection for non-compliance with Section 12A pre-institution mediation"", ""jurisdiction"": ""ALL"", ""results_count"": 5}",2026-09-05 04:40:51.910801
50a4e01e-756d-48ef-8da2-2c66af5b0e39,ad154b01-4d01-40ce-8204-4a4dfbca8b48,DOSSIER_CREATED,/api/v1/dossiers,testclient,"{""dossier_id"": ""93631ecf-4f32-4fcf-89ce-19d005c8b58e"", ""suit_number"": ""CS(COMM) 777/2026"", ""matter_title"": ""Confidential Commercial Suit Dossier (Judge A)"", ""items_count"": 0}",2026-09-05 04:46:30.865030
296621b2-0463-45cc-8424-5719723eff9d,ad154b01-4d01-40ce-8204-4a4dfbca8b48,DOSSIER_DELETED,/api/v1/dossiers/93631ecf-4f32-4fcf-89ce-19d005c8b58e,testclient,"{""dossier_id"": ""93631ecf-4f32-4fcf-89ce-19d005c8b58e"", ""suit_number"": ""CS(COMM) 777/2026""}",2026-09-05 04:46:30.934263
3745a46c-de56-47ab-a937-b1284b4276f3,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Section 12A mediation rejection of plaint"", ""jurisdiction"": ""ALL"", ""results_count"": 5}",2026-09-05 04:46:31.006553
5f9a1fc3-eeff-45fb-b998-e8a4ac1e0cb1,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""commercial suit rejection for non-compliance with Section 12A pre-institution mediation"", ""jurisdiction"": ""ALL"", ""results_count"": 5}",2026-09-05 04:46:46.879418
ecaaa53b-3ff4-4c29-b652-bfb5281352db,ad154b01-4d01-40ce-8204-4a4dfbca8b48,DOSSIER_CREATED,/api/v1/dossiers,testclient,"{""dossier_id"": ""7fcf7a61-7485-431f-b398-1a653d1d0eb1"", ""suit_number"": ""CS(COMM) 777/2026"", ""matter_title"": ""Confidential Commercial Suit Dossier (Judge A)"", ""items_count"": 0}",2026-09-05 09:53:11.659359
52b5be25-64d2-4036-bb28-9646a1e9a567,ad154b01-4d01-40ce-8204-4a4dfbca8b48,DOSSIER_DELETED,/api/v1/dossiers/7fcf7a61-7485-431f-b398-1a653d1d0eb1,testclient,"{""dossier_id"": ""7fcf7a61-7485-431f-b398-1a653d1d0eb1"", ""suit_number"": ""CS(COMM) 777/2026""}",2026-09-05 09:53:11.739125
e2956eeb-dae2-41ba-a512-f2c0082e2e19,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Section 12A mediation rejection of plaint"", ""jurisdiction"": ""ALL"", ""results_count"": 5}",2026-09-05 09:53:11.868139
7f067873-4f6a-4322-82d7-ffe56f486a23,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""commercial suit rejection for non-compliance with Section 12A pre-institution mediation"", ""jurisdiction"": ""ALL"", ""results_count"": 5}",2026-09-05 09:54:27.122733
494d738e-5305-41af-8d51-4243e0901231,ad154b01-4d01-40ce-8204-4a4dfbca8b48,DOSSIER_CREATED,/api/v1/dossiers,testclient,"{""dossier_id"": ""4a42dd79-0f05-4370-8a5e-b1a5a182f4b4"", ""suit_number"": ""CS(COMM) PRIVATE/2026"", ""matter_title"": ""Judge Private Benchmark Matter"", ""items_count"": 0}",2026-09-05 10:34:53.832661
9ce471eb-15c5-4486-b05b-a89003aa77e2,ad154b01-4d01-40ce-8204-4a4dfbca8b48,DOSSIER_CREATED,/api/v1/dossiers,testclient,"{""dossier_id"": ""ead6782c-f295-4e4b-bd66-fdfff0bdeaab"", ""suit_number"": ""CS(COMM) 777/2026"", ""matter_title"": ""Confidential Commercial Suit Dossier (Judge A)"", ""items_count"": 0}",2026-09-05 10:36:44.595128
b5ded578-c0ef-445e-b6d0-b745d3f3789c,ad154b01-4d01-40ce-8204-4a4dfbca8b48,DOSSIER_DELETED,/api/v1/dossiers/ead6782c-f295-4e4b-bd66-fdfff0bdeaab,testclient,"{""dossier_id"": ""ead6782c-f295-4e4b-bd66-fdfff0bdeaab"", ""suit_number"": ""CS(COMM) 777/2026""}",2026-09-05 10:36:44.673366
80cc9af2-369d-4403-84bf-406dada8e9be,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Section 12A mediation rejection of plaint"", ""jurisdiction"": ""ALL"", ""results_count"": 5}",2026-09-05 10:36:49.944873
691a3b45-3e22-4ea6-b264-69ba82e67dc0,ad154b01-4d01-40ce-8204-4a4dfbca8b48,DOSSIER_CREATED,/api/v1/dossiers,testclient,"{""dossier_id"": ""a8e94d62-327e-4644-b6c0-3f0c588e36cc"", ""suit_number"": ""CS(COMM) PRIVATE/2026"", ""matter_title"": ""Judge Private Benchmark Matter"", ""items_count"": 0}",2026-09-05 10:53:52.813836
fcc214e2-aef1-4e98-91e5-5a217e233423,ad154b01-4d01-40ce-8204-4a4dfbca8b48,DOSSIER_CREATED,/api/v1/dossiers,testclient,"{""dossier_id"": ""3eadfd3b-f433-4811-8b65-ab895eb9b70d"", ""suit_number"": ""CS(COMM) 777/2026"", ""matter_title"": ""Confidential Commercial Suit Dossier (Judge A)"", ""items_count"": 0}",2026-09-05 10:54:42.906016
055179db-8df4-4679-8219-fdb710c60af5,ad154b01-4d01-40ce-8204-4a4dfbca8b48,DOSSIER_DELETED,/api/v1/dossiers/3eadfd3b-f433-4811-8b65-ab895eb9b70d,testclient,"{""dossier_id"": ""3eadfd3b-f433-4811-8b65-ab895eb9b70d"", ""suit_number"": ""CS(COMM) 777/2026""}",2026-09-05 10:54:42.975456
69ddf30a-9d55-44ab-b347-07e228800656,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Section 12A mediation rejection of plaint"", ""jurisdiction"": ""ALL"", ""results_count"": 5}",2026-09-05 10:54:45.931707
f0ac6794-5bd9-4638-ba58-4942404d0882,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Whether pre-institution mediation under Section 12A Commercial Courts Act is mandatory and consequences of non-exhaustion under Order VII Rule 11 CPC"", ""jurisdiction"": ""Supreme Court of India"", ""results_count"": 5}",2026-09-05 11:09:41.231078
20c1e168-64b9-4ffb-9c16-99e6c30e9dd4,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Whether pre-institution mediation under Section 12A Commercial Courts Act is mandatory and consequences of non-exhaustion under Order VII Rule 11 CPC"", ""jurisdiction"": ""Supreme Court of India"", ""results_count"": 5}",2026-09-05 11:10:34.518259
4a446f8f-2ed2-4be1-8285-c837d317ae11,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Arbitration clause unstamped document enforceability Section 11 Appointment of Arbitrator"", ""jurisdiction"": ""ALL"", ""results_count"": 5}",2026-09-05 11:10:36.387487
ac08d3d5-4e7b-4f51-adb9-9b27540acd0d,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Anticipatory bail Section 438 CrPC criminal trial arrest protection"", ""jurisdiction"": ""ALL"", ""results_count"": 5}",2026-09-05 11:10:38.144037
4934d21b-4bd6-45fd-b83d-e2f4a244a62b,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Whether Section 74 Indian Contract Act requires proof of actual commercial loss for liquidated damages or forfeiture"", ""jurisdiction"": ""Supreme Court of India"", ""results_count"": 5}",2026-09-05 11:10:41.032112
c7b3382e-8b7d-45dd-9c33-79feb7eddede,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Arbitrability of dispute four-fold test actions in rem sovereign functions Section 8 Section 11"", ""jurisdiction"": ""Supreme Court of India"", ""results_count"": 5}",2026-09-05 11:10:42.694947
f678c349-4499-41dd-a051-6b5b12ba18ea,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Whether pre-institution mediation under Section 12A Commercial Courts Act is mandatory and consequences of non-exhaustion under Order VII Rule 11 CPC"", ""jurisdiction"": ""Supreme Court of India"", ""results_count"": 5}",2026-09-05 11:11:12.983635
ee7d9900-7b91-4c80-8990-929c0fef7b6f,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Arbitration clause unstamped document enforceability Section 11 Appointment of Arbitrator"", ""jurisdiction"": ""ALL"", ""results_count"": 5}",2026-09-05 11:11:14.693649
2d1b3b44-8f2b-4e50-8510-8ee8962626cb,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Anticipatory bail Section 438 CrPC criminal trial arrest protection"", ""jurisdiction"": ""ALL"", ""results_count"": 5}",2026-09-05 11:11:16.379775
cb99a566-73d5-4aaa-bfa5-819998bdd87a,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Whether Section 74 Indian Contract Act requires proof of actual commercial loss for liquidated damages or forfeiture"", ""jurisdiction"": ""Supreme Court of India"", ""results_count"": 5}",2026-09-05 11:11:18.124106
dfd69b50-f646-432f-8b59-90440b821f6b,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Arbitrability of dispute four-fold test actions in rem sovereign functions Section 8 Section 11"", ""jurisdiction"": ""Supreme Court of India"", ""results_count"": 5}",2026-09-05 11:11:20.470476
d3811cc8-646e-4d01-8e50-dfd1585a4bdd,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Whether pre-institution mediation under Section 12A Commercial Courts Act is mandatory and consequences of non-exhaustion under Order VII Rule 11 CPC"", ""jurisdiction"": ""Supreme Court of India"", ""results_count"": 5}",2026-09-05 11:11:57.304310
f4236590-7ea1-4e84-86fb-991ab2df124c,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Arbitration clause unstamped document enforceability Section 11 Appointment of Arbitrator"", ""jurisdiction"": ""ALL"", ""results_count"": 5}",2026-09-05 11:11:59.087029
e451189e-1901-4871-89ce-4496386a0b57,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Anticipatory bail Section 438 CrPC criminal trial arrest protection"", ""jurisdiction"": ""ALL"", ""results_count"": 5}",2026-09-05 11:12:00.863442
114ae7b6-3b3c-49fa-887b-770aa9e9c881,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Whether Section 74 Indian Contract Act requires proof of actual commercial loss for liquidated damages or forfeiture"", ""jurisdiction"": ""Supreme Court of India"", ""results_count"": 5}",2026-09-05 11:12:02.594991
57722883-69fe-42ef-871b-0b91f2183b4a,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Arbitrability of dispute four-fold test actions in rem sovereign functions Section 8 Section 11"", ""jurisdiction"": ""Supreme Court of India"", ""results_count"": 5}",2026-09-05 11:12:04.325818
f46c974c-6eb7-4aa7-add6-5c6dc2a28ffb,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Whether pre-institution mediation under Section 12A Commercial Courts Act is mandatory and consequences of non-exhaustion under Order VII Rule 11 CPC"", ""jurisdiction"": ""Supreme Court of India"", ""results_count"": 5}",2026-09-05 11:12:44.214630
2ef0d190-2ec2-4181-be26-2b554dd0c18d,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Arbitration clause unstamped document enforceability Section 11 Appointment of Arbitrator"", ""jurisdiction"": ""ALL"", ""results_count"": 5}",2026-09-05 11:12:46.146974
223340c7-1256-43f8-8f81-df4f324bea99,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Anticipatory bail Section 438 CrPC criminal trial arrest protection"", ""jurisdiction"": ""ALL"", ""results_count"": 5}",2026-09-05 11:12:49.024209
ed5ff09b-98ab-4867-8308-118db68d778e,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Whether Section 74 Indian Contract Act requires proof of actual commercial loss for liquidated damages or forfeiture"", ""jurisdiction"": ""Supreme Court of India"", ""results_count"": 5}",2026-09-05 11:12:51.604951
8cd41f40-50c3-4765-ab36-2d2f833c173c,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Arbitrability of dispute four-fold test actions in rem sovereign functions Section 8 Section 11"", ""jurisdiction"": ""Supreme Court of India"", ""results_count"": 5}",2026-09-05 11:12:56.260909
97ce27d3-4462-4e4a-81fe-5cbce427bc03,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Whether pre-institution mediation under Section 12A Commercial Courts Act is mandatory and consequences of non-exhaustion under Order VII Rule 11 CPC"", ""jurisdiction"": ""Supreme Court of India"", ""results_count"": 5}",2026-09-05 11:13:37.601983
84e0ed4b-d4fe-4e73-825c-5556a894e700,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Arbitration clause unstamped document enforceability Section 11 Appointment of Arbitrator"", ""jurisdiction"": ""ALL"", ""results_count"": 5}",2026-09-05 11:13:39.307126
b8ffc6d7-e237-4db5-84b8-96b46cbe9209,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Anticipatory bail Section 438 CrPC criminal trial arrest protection"", ""jurisdiction"": ""ALL"", ""results_count"": 5}",2026-09-05 11:13:41.040006
bc14fc9e-8af6-4b7c-925a-1ba91cc0d92f,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Whether Section 74 Indian Contract Act requires proof of actual commercial loss for liquidated damages or forfeiture"", ""jurisdiction"": ""Supreme Court of India"", ""results_count"": 5}",2026-09-05 11:13:44.132242
1df0e489-f21b-45e9-a016-0127be8d1006,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Arbitrability of dispute four-fold test actions in rem sovereign functions Section 8 Section 11"", ""jurisdiction"": ""Supreme Court of India"", ""results_count"": 5}",2026-09-05 11:13:45.829141
a45943af-0c3a-4ed1-9a1f-9a6109522817,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Whether pre-institution mediation under Section 12A Commercial Courts Act is mandatory and consequences of non-exhaustion under Order VII Rule 11 CPC"", ""jurisdiction"": ""Supreme Court of India"", ""results_count"": 5}",2026-09-05 11:14:36.684680
d57d510f-242e-4d7a-84b0-472b6763ec17,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Arbitration clause unstamped document enforceability Section 11 Appointment of Arbitrator"", ""jurisdiction"": ""ALL"", ""results_count"": 5}",2026-09-05 11:14:38.500600
27092770-5258-438e-8d6a-a11fd8fc8949,ad154b01-4d01-40ce-8204-4a4dfbca8b48,LEGAL_RESEARCH_QUERY,/api/v1/research/query,127.0.0.1,"{""query"": ""Anticipatory bail Section 438 CrPC criminal trial arrest protection"", ""jurisdiction"": ""ALL"", ""results_count"": 5}",2026-09-05 11:14:40.248222
